13.9866	12.8918
13.9865	12.8918
13.9865	12.8918
13.9862	12.8918
13.986	12.8918
13.986	12.8918
13.9856	12.8917
13.9856	12.8917
13.9853	12.8917
13.985	12.8917
13.9845	12.8916
13.9845	12.8916
13.9842	12.8916
13.9839	12.8916
13.9833	12.8915
13.9832	12.8915
13.9826	12.8915
13.9825	12.8915
13.9821	12.8914
13.9817	12.8914
13.9813	12.8914
13.9808	12.8913
13.9797	12.8912
13.9797	12.8912
13.9792	12.8912
13.9787	12.8912
13.9779	12.8911
13.9774	12.8911
13.9768	12.891
13.9762	12.891
13.9755	12.8909
13.9748	12.8909
13.9743	12.8908
13.9735	12.8908
13.972	12.8907
13.972	12.8907
13.9712	12.8906
13.9703	12.8906
13.9695	12.8905
13.9687	12.8905
13.9669	12.8904
13.9668	12.8904
13.9659	12.8903
13.9649	12.8903
13.9628	12.8902
13.9628	12.8902
13.9606	12.8901
13.9606	12.8901
13.9584	12.89
13.9584	12.89
13.9572	12.89
13.956	12.89
13.9535	12.8899
13.9535	12.8899
13.9511	12.8898
13.9511	12.8898
13.9498	12.8898
13.9474	12.8897
13.9474	12.8897
13.9448	12.8897
13.9448	12.8897
13.942	12.8896
13.942	12.8896
13.9391	12.8896
13.9377	12.8896
13.9377	12.8896
13.9348	12.8895
13.9348	12.8895
13.9318	12.8895
13.9318	12.8895
13.9288	12.8895
13.9288	12.8895
13.9272	12.8894
13.9257	12.8894
13.9226	12.8894
13.9226	12.8894
13.9208	12.8894
13.9189	12.8894
13.9169	12.8894
13.9152	12.8894
13.9135	12.8893
13.9119	12.8893
13.9101	12.8893
13.9084	12.8893
13.9064	12.8893
13.9047	12.8893
13.9029	12.8893
13.9014	12.8893
13.8997	12.8893
13.8979	12.8892
13.8962	12.8892
13.8946	12.8892
13.8928	12.8892
13.891	12.8892
13.8892	12.8892
13.8876	12.8891
13.8856	12.8891
13.884	12.8891
13.882	12.8891
13.8806	12.8891
13.8788	12.8891
13.877	12.889
13.8734	12.889
13.8734	12.889
13.8698	12.8889
13.8698	12.8889
13.8662	12.8888
13.8662	12.8888
13.8644	12.8888
13.8626	12.8888
13.8608	12.8887
13.8576	12.8887
13.8558	12.8886
13.854	12.8886
13.8522	12.8886
13.8504	12.8885
13.8504	12.8885
13.8468	12.8884
13.8468	12.8884
13.8432	12.8883
13.8432	12.8883
13.8396	12.8882
13.8379	12.8882
13.8379	12.8882
13.8357	12.8881
13.834	12.8881
13.8307	12.888
13.8307	12.888
13.828	12.8879
13.8261	12.8878
13.8244	12.8877
13.8226	12.8876
13.8212	12.8876
13.8195	12.8875
13.8177	12.8874
13.816	12.8874
13.8141	12.8873
13.8125	12.8872
13.8106	12.8872
13.8091	12.8871
13.8074	12.887
13.8056	12.887
13.8039	12.8869
13.8021	12.8868
13.8007	12.8867
13.7989	12.8867
13.7957	12.8865
13.7957	12.8865
13.7924	12.8863
13.7924	12.8863
13.7889	12.8861
13.7889	12.8861
13.7852	12.8859
13.7852	12.8859
13.7833	12.8858
13.7815	12.8857
13.7799	12.8856
13.7782	12.8855
13.7763	12.8854
13.7747	12.8853
13.773	12.8852
13.7711	12.8851
13.7693	12.885
13.7676	12.8849
13.766	12.8848
13.7643	12.8847
13.7625	12.8846
13.7609	12.8845
13.7592	12.8844
13.7575	12.8843
13.7556	12.8841
13.754	12.884
13.7522	12.8839
13.7506	12.8838
13.7474	12.8836
13.7474	12.8836
13.7457	12.8834
13.744	12.8833
13.7422	12.8832
13.7396	12.883
13.7381	12.8829
13.7362	12.8827
13.7343	12.8826
13.7326	12.8824
13.7326	12.8824
13.7309	12.8823
13.7294	12.8822
13.7275	12.882
13.7259	12.8819
13.7259	12.8819
13.7244	12.8818
13.7225	12.8816
13.7208	12.8815
13.7191	12.8813
13.7161	12.881
13.7144	12.8809
13.7128	12.8808
13.711	12.8806
13.7095	12.8804
13.7076	12.8803
13.7061	12.8801
13.7043	12.8799
13.7028	12.8798
13.7013	12.8796
13.6996	12.8795
13.6979	12.8793
13.6965	12.8792
13.6949	12.879
13.6933	12.8788
13.6916	12.8787
13.69	12.8785
13.6883	12.8783
13.6868	12.8782
13.685	12.878
13.6834	12.8778
13.6817	12.8776
13.6801	12.8774
13.6784	12.8772
13.6768	12.877
13.6751	12.8768
13.6735	12.8767
13.6719	12.8765
13.6702	12.8763
13.6686	12.8761
13.6671	12.8759
13.6655	12.8757
13.6638	12.8755
13.6623	12.8753
13.6605	12.8751
13.6605	12.8751
13.6586	12.8748
13.6565	12.8746
13.6549	12.8744
13.6549	12.8744
13.6534	12.8742
13.6516	12.8739
13.65	12.8737
13.65	12.8737
13.6467	12.8733
13.6453	12.8731
13.6437	12.8729
13.6437	12.8729
13.6421	12.8726
13.6403	12.8724
13.6389	12.8722
13.6389	12.8722
13.6371	12.8719
13.6355	12.8717
13.6339	12.8715
13.6339	12.8715
13.6323	12.8712
13.6307	12.871
13.6291	12.8708
13.6291	12.8708
13.6275	12.8705
13.6259	12.8703
13.6243	12.87
13.6243	12.87
13.6227	12.8698
13.621	12.8695
13.6192	12.8693
13.6192	12.8693
13.6176	12.869
13.6163	12.8688
13.6148	12.8685
13.6132	12.8683
13.6116	12.868
13.6103	12.8678
13.6087	12.8676
13.6071	12.8673
13.6056	12.867
13.6039	12.8668
13.6027	12.8665
13.6011	12.8663
13.5995	12.866
13.5981	12.8657
13.5964	12.8654
13.5949	12.8652
13.5936	12.8649
13.592	12.8646
13.5895	12.8642
13.5895	12.8642
13.588	12.8639
13.5864	12.8636
13.5848	12.8633
13.5848	12.8633
13.5833	12.863
13.5816	12.8627
13.5801	12.8624
13.5801	12.8624
13.5785	12.8621
13.5767	12.8618
13.5751	12.8615
13.5751	12.8615
13.5736	12.8611
13.5719	12.8608
13.5705	12.8605
13.5705	12.8605
13.5686	12.8602
13.5671	12.8598
13.5655	12.8595
13.5655	12.8595
13.564	12.8592
13.5625	12.8589
13.5611	12.8586
13.5611	12.8586
13.5595	12.8583
13.558	12.8579
13.5567	12.8577
13.555	12.8573
13.5524	12.8567
13.5509	12.8563
13.5494	12.856
13.5477	12.8556
13.5463	12.8553
13.5448	12.8549
13.5433	12.8546
13.5419	12.8543
