249 4,7
250 4,7
251 4,7
252 4,7
253 4,7
254 4,7
255 4,7
256 4,7
257 4,7
258 4,6
259 4,6
260 4,6
261 4,7
262 4,7
263 4,7
264 4,7
265 4,7
266 4,6
267 4,6
268 4,6
269 4,6
270 4,6
271 4,6
272 4,6
273 4,6
274 4,7
275 4,6
276 4,6
277 4,6
278 4,6
279 4,6
280 4,6
281 4,6
282 4,6
283 4,7
284 4,6
285 4,6
286 4,6
287 4,6
288 4,6
289 4,6
290 4,6
291 4,6
292 4,6
293 4,5
294 4,5
295 4,6
296 4,6
297 4,6
298 4,6
299 4,6
300 4,6
301 4,6
302 4,5
303 4,5
304 4,5
305 4,5
306 4,5
307 4,6
308 4,6
309 4,6
310 4,5
311 4,5
312 4,5
313 4,5
314 4,5
315 4,5
316 4,5
317 4,5
318 4,5
319 4,4
320 4,4
321 4,4
322 4,4
323 4,4
324 4,4
325 4,4
326 4,5
327 4,5
328 4,4
329 4,4
330 4,4
331 4,4
332 4,4
333 4,4
334 4,4
335 4,4
336 4,4
337 4,3
338 4,3
339 4,4
340 4,4
341 4,4
342 4,4
343 4,4
344 4,4
345 4,4
346 4,3
347 4,3
348 4,3
349 4,3
350 4,3
351 4,3
352 4,3
353 4,3
354 4,4
355 4,3
356 4,3
357 4,3
358 4,3
359 4,3
360 4,3
361 4,3
362 4,3
363 4,3
364 4,3
365 4,3
366 4,3
367 4,3
368 4,3
369 4,3
370 4,3
371 4,3
372 4,2
373 4,2
374 4,2
375 4,2
376 4,2
377 4,2
378 4,2
379 4,2
380 4,2
381 4,2
382 4,2
383 4,2
384 4,2
385 4,2
386 4,2
387 4,2
388 4,2
389 4,2
390 4,1
391 4,1
392 4,1
393 4,2
394 4,2
395 4,2
396 4,2
397 4,2
398 4,2
399 4,1
400 4,1
401 4,1
402 4,1
403 4,1
404 4,1
405 4,1
406 4,1
407 4,1
408 4,1
409 4,1
410 4,1
411 4,1
412 4,1
413 4,1
414 4,1
415 4,1
416 4
417 4
418 4
419 4
420 4,1
421 4,1
422 4,1
423 4,1
424 4,1
425 4
426 4
427 4
428 4
429 4,1
430 4,1
431 4,1
432 4,1
433 4,1
434 4
435 4
436 4
437 4
438 4
439 4,1
440 4,1
441 4,1
442 4,1
443 4
444 4
445 4
446 4
447 4
448 4
449 4
450 4
451 4,1
452 4
453 4
454 4
455 4
456 4
457 4
458 4
459 4
460 4
461 4
462 4
463 4
464 4
465 4
466 4
467 4
468 4
469 4
470 4
471 4
472 4
473 4
474 4
475 4
476 4
477 4
478 4
479 4
480 4
481 4
482 4
483 4
484 4
485 4
486 4
487 3,9
488 3,9
489 3,9
490 3,9
491 3,9
492 3,9
493 3,9
494 3,9
495 3,9
496 3,9
497 3,9
498 3,9
499 3,9
500 3,9
501 3,9
502 3,9
503 3,9
504 3,9
505 3,9
506 3,9
507 3,9
508 3,9
509 3,9
510 3,9
511 3,9
512 3,9
513 3,9
514 3,8
515 3,8
516 3,9
517 3,9
518 3,9
519 3,9
520 3,9
521 3,9
522 3,8
523 3,8
524 3,8
525 3,8
526 3,8
527 3,8
528 3,8
529 3,8
530 3,9
531 3,8
532 3,8
533 3,8
534 3,8
535 3,8
536 3,8
537 3,8
538 3,8
539 3,8
540 3,8
541 3,8
542 3,8
543 3,8
544 3,8
545 3,8
546 3,9
547 3,9
548 3,9
549 3,8
550 3,8
551 3,8
552 3,8
553 3,8
554 3,8
555 3,8
556 3,8
557 3,8
558 3,8
559 3,8
560 3,8
561 3,8
562 3,8
563 3,8
564 3,8
565 3,8
566 3,8
567 3,8
568 3,8
569 3,8
570 3,8
571 3,8
572 3,8
573 3,8
574 3,8
575 3,8
576 3,8
577 3,8
578 3,8
579 3,8
580 3,8
581 3,8
582 3,8
583 3,8
584 3,8
585 3,8
586 3,8
587 3,8
588 3,8
589 3,8
590 3,8
591 3,8
592 3,8
593 3,7
594 3,8
595 3,8
596 3,8
597 3,8
598 3,8
599 3,8
600 3,8
601 3,8
602 3,7
603 3,7
604 3,7
605 3,8
606 3,8
607 3,8
608 3,8
609 3,8
610 3,7
611 3,7
612 3,7
613 3,7
614 3,7
615 3,7
616 3,7
617 3,7
618 3,8
619 3,7
620 3,7
621 3,7
622 3,7
623 3,7
624 3,7
625 3,7
626 3,7
627 3,7
628 3,7
629 3,7
630 3,7
631 3,7
632 3,7
633 3,7
634 3,7
635 3,7
636 3,7
637 3,7
638 3,7
639 3,7
640 3,7
641 3,7
642 3,7
643 3,7
644 3,7
645 3,7
646 3,7
647 3,7
648 3,7
649 3,7
650 3,7
651 3,7
652 3,7
653 3,7
654 3,6
655 3,6
656 3,6
657 3,7
658 3,7
659 3,7
660 3,7
661 3,7
662 3,7
663 3,6
664 3,6
665 3,6
666 3,6
667 3,6
668 3,6
669 3,6
670 3,6
671 3,7
672 3,6
673 3,6
674 3,6
675 3,6
676 3,6
677 3,6
678 3,6
679 3,6
680 3,6
681 3,6
682 3,6
683 3,6
684 3,6
685 3,6
686 3,6
687 3,6
688 3,6
689 3,6
690 3,6
691 3,6
692 3,6
693 3,6
694 3,6
695 3,6
696 3,6
697 3,6
698 3,6
699 3,6
700 3,6
701 3,6
702 3,6
703 3,6
704 3,6
705 3,6
706 3,6
707 3,6
708 3,6
709 3,6
710 3,6
711 3,6
712 3,6
713 3,6
714 3,6
715 3,5
716 3,5
717 3,5
718 3,6
719 3,6
720 3,6
721 3,6
722 3,6
723 3,6
724 3,5
725 3,5
726 3,5
727 3,5
728 3,5
729 3,5
730 3,5
731 3,5
732 3,5
733 3,5
734 3,5
735 3,5
736 3,5
737 3,5
738 3,5
739 3,5
740 3,5
741 3,5
742 3,5
743 3,5
744 3,5
745 3,5
746 3,5
747 3,5
748 3,5
749 3,5
750 3,5
751 3,5
752 3,5
753 3,5
754 3,5
755 3,5
756 3,5
757 3,5
758 3,5
759 3,5
760 3,5
761 3,5
762 3,5
763 3,5
764 3,5
765 3,5
766 3,5
767 3,5
768 3,5
769 3,5
770 3,5
771 3,5
772 3,5
773 3,5
774 3,5
775 3,5
776 3,4
777 3,4
778 3,5
779 3,5
780 3,5
781 3,5
782 3,5
783 3,5
784 3,5
785 3,4
786 3,4
787 3,4
788 3,4
789 3,4
790 3,4
791 3,4
792 3,4
793 3,5
794 3,4
795 3,4
796 3,4
797 3,4
798 3,4
799 3,4
800 3,4
801 3,4
802 3,4
803 3,4
804 3,4
805 3,4
806 3,4
807 3,4
808 3,4
809 3,4
810 3,4
811 3,4
812 3,4
813 3,4
814 3,4
815 3,4
816 3,4
817 3,4
818 3,4
819 3,4
820 3,4
821 3,4
822 3,4
823 3,4
824 3,4
825 3,4
826 3,4
827 3,4
828 3,4
829 3,4
830 3,4
831 3,4
832 3,4
833 3,4
834 3,4
835 3,4
836 3,4
837 3,4
838 3,4
839 3,4
840 3,4
841 3,4
842 3,4
843 3,4
844 3,4
845 3,4
846 3,4
847 3,4
848 3,4
849 3,4
850 3,4
851 3,4
852 3,4
853 3,4
854 3,4
855 3,3
856 3,3
857 3,3
858 3,3
859 3,3
860 3,3
861 3,3
862 3,3
863 3,4
864 3,3
865 3,3
866 3,3
867 3,3
868 3,3
869 3,3
870 3,3
871 3,3
872 3,3
873 3,3
874 3,3
875 3,3
876 3,3
877 3,3
878 3,3
879 3,3
880 3,3
881 3,3
882 3,3
883 3,3
884 3,3
885 3,3
886 3,3
887 3,3
888 3,3
889 3,3
890 3,3
891 3,3
892 3,3
893 3,3
894 3,3
895 3,3
896 3,3
897 3,3
898 3,3
899 3,3
900 3,3
901 3,3
902 3,3
903 3,3
904 3,3
905 3,3
906 3,3
907 3,3
908 3,3
909 3,3
910 3,3
911 3,3
912 3,3
913 3,3
914 3,3
915 3,3
916 3,3
917 3,3
918 3,3
919 3,3
920 3,3
921 3,3
922 3,3
923 3,3
924 3,3
925 3,2
926 3,2
927 3,2
928 3,2
929 3,2
930 3,2
931 3,2
932 3,2
933 3,2
934 3,2
935 3,2
936 3,2
937 3,2
938 3,2
939 3,2
940 3,2
941 3,2
942 3,2
943 3,2
944 3,2
945 3,2
946 3,2
947 3,2
948 3,2
949 3,2
950 3,2
951 3,2
952 3,2
953 3,2
954 3,2
955 3,2
956 3,2
957 3,2
958 3,2
959 3,2
960 3,2
961 3,2
962 3,2
963 3,2
964 3,2
965 3,2
966 3,2
967 3,2
968 3,2
969 3,2
970 3,1
971 3,1
972 3,1
973 3,1
974 3,1
975 3,1
976 3,1
977 3,1
978 3,1
979 3,1
980 3,1
981 3,1
982 3,1
983 3,1
984 3,1
985 3,1
986 3,1
987 3,1
988 3,1
989 3,1
990 3,1
991 3,1
992 3,1
993 3,1
994 3,1
995 3,1
996 3,1
997 3,1
998 3,1
999 3,1
1000 3,1
1001 3,1
1002 3,1
1003 3,1
1004 3,1
1005 3
1006 3
1007 3
1008 3
1009 3
1010 3
1011 3
1012 3
1013 3
1014 3
1015 3
1016 3
1017 3
1018 3
1019 3
1020 3
1021 3
1022 3
1023 3
1024 3
1025 3
1026 3
1027 3
1028 3
1029 3
1030 3
1031 3
1032 3
1033 3
1034 3
1035 3
1036 3
1037 3
1038 3
1039 3
1040 3
1041 3
